title,label
HN,Posterior ethmoidal nerve 
"HN,Vascular",Posterior external jugular vein 
"Trauma,Musculoskeletal",Posterior fat pad sign (elbow) 
Musculoskeletal,Posterior femoral cutaneous nerve 
"Paediatrics,Musculoskeletal,CNS",Posterior fontanelle 
"CNS,Paediatrics",Posterior fossa astrocytoma 
CNS,Posterior fossa protocol (MRI) 
CNS,Posterior fossa tumors 
"Musculoskeletal,Vascular",Posterior humeral circumflex artery 
"Vascular,CNS,Spine",Posterior inferior cerebellar artery 
CNS,Posterior inferior cerebellar artery (PICA) infarct 
Musculoskeletal,Posterior inferior tibiofibular ligament 
"Spine,Musculoskeletal,Paediatrics",Posterior instrumentation and fusion (scoliosis) 
"Vascular,Chest",Posterior intercostal arteries 
Vascular,Posterior interosseous artery 
Musculoskeletal,Posterior interosseous nerve 
Musculoskeletal,Posterior interosseous nerve syndrome 
Chest,Posterior junction line 
Musculoskeletal,Posterior labrocapsular periosteal sleeve avulsion lesion 
HN,Posterior lacrimal crest 
Gastrointestinal,Posterior left perihepatic space 
Gastrointestinal,Posterior left subphrenic space 
"Vascular,Cardiac",Posterior left ventricular artery 
Misc,Posterior lenticonus 
"Musculoskeletal,Spine",Posterior ligamentous complex 
Spine,Posterior longitudinal ligament 
"Musculoskeletal,Spine",Posterior lumbar interbody fusion (PLIF) 
"Musculoskeletal,Spine",Posterior lumbar subcutaneous edema 
Trauma,Posterior malleolus fracture 
Chest,Posterior mediastinal mass (differential diagnosis) 
Chest,Posterior mediastinal mass in the exam 
Chest,Posterior mediastinum 
Breast,Posterior nipple line 
Vascular,Posterior nutcracker syndrome 
Musculoskeletal,Posterior oblique ligament of the knee 
Hepatobiliary,Posterior parahepatic cyst 
"Gastrointestinal,Urogenital",Posterior pararenal space 
CNS,Posterior parolfactory sulcus 
HN,Posterior perforated substance 
CNS,Posterior pituitary 
CNS,Posterior pituitary bright spot 
Musculoskeletal,Posterior proximal tibiofibular ligaments 
CNS,Posterior reversible encephalopathy syndrome 
Hepatobiliary,Posterior right subhepatic space 
"Paediatrics,Spine,Musculoskeletal",Posterior ring apophyseal fracture 
"Musculoskeletal,Spine",Posterior sacroiliac ligament 
HN,Posterior semicircular canal dehiscence syndrome 
"Musculoskeletal,Trauma",Posterior shoulder dislocation 
"CNS,Vascular,Spine",Posterior spinal arteries 
"Spine,CNS",Posterior spinal artery syndrome 
HN,Posterior superior alveolar artery 
HN,Posterior superior alveolar nerve 
HN,Posterior superior nasal nerves 
"Musculoskeletal,Trauma",Posterior talar process fracture 
Musculoskeletal,Posterior talofibular ligament 
Vascular,Posterior tibial artery 
"Musculoskeletal,Vascular",Posterior tibial veins 
Chest,Posterior tracheal stripe 
HN,Posterior triangle of the neck 
Vascular,Posterior ulnar recurrent artery 
"Urogenital,Paediatrics,Obstetrics,Gynaecology",Posterior urethral valves 
"Vascular,Cardiac",Posterior vein of the left ventricle 
"Spine,Musculoskeletal",Posterior vertebral element lesions (mnemonic) 
"Spine,Musculoskeletal",Posterior vertebral fusion anomalies 
Spine,Posterior vertebral scalloping (mnemonic) 
HN,Posterior vitreous detachment 
Chest,Posterior wall of bronchus intermedius 
Musculoskeletal,Posterior wall sign (femoroacetabular impingement) 
"Trauma,Musculoskeletal",Posterolateral corner injury of the knee 
Musculoskeletal,Posterolateral ligamentous complex 
"Spine,Musculoskeletal",Posterolateral lumbar fusion 
Musculoskeletal,Posterolateral rotatory instability of the elbow 
"Musculoskeletal,Trauma",Posteromedial corner injury of the knee 
Musculoskeletal,Posteromedial elbow impingement 
Musculoskeletal,Posteromedial impingement of the ankle 
Musculoskeletal,Posteromedial knee friction syndrome 
Musculoskeletal,Posterosuperior impingement of the shoulder 
Chest,Post lung transplantation pulmonary edema 
Chest,Post-lung transplant bronchiolitis obliterans 
Chest,Post lung volume reduction pulmonary edema 
"Trauma,Forensic",Postmortem and forensic curriculum 
"Cardiac,Forensic",Postmortem changes - cardiovascular 
Forensic,Postmortem changes - musculoskeletal and soft tissue 
Chest,Postobstructive pulmonary edema 
HN,Postoperative assessment after thyroid cancer surgery 
Gastrointestinal,Postoperative free intraperitoneal gas 
"CNS,Obstetrics",Postpartum angiopathy 
"Obstetrics,Gynaecology",Postpartum hemorrhage 
HN,Postpartum thyroiditis 
Chest,Postpneumonectomy pulmonary edema 
Chest,Post-pneumonectomy syndrome 
Gastrointestinal,Post-polypectomy coagulation syndrome 
Chest,Post-primary pulmonary tuberculosis 
Urogenital,Post renal transplant fluid collections (mnemonic) 
"Cardiac,Chest",Post-sternotomy complications 
"Breast,Oncology",Post surgical breast scar 
"Interventional,Vascular",Post-thrombotic syndrome 
"Chest,Gastrointestinal,Hepatobiliary,Urogenital,CNS",Posttransplant lymphoproliferative disorder 
Musculoskeletal,Post-traumatic cystic bone lesion 
Musculoskeletal,Post-traumatic osteoarthritis 
Chest,Potato nodes 
Misc,Potential recuperation ratio (PRR) 
"Obstetrics,Paediatrics,Urogenital,Gynaecology",Potter sequence 
Paediatrics,Potter syndrome (mnemonic) 
"HN,Paediatrics",Pott puffy tumor 
"Paediatrics,Cardiac",Potts shunt 
CNS,Powassan virus 
Misc,Power 
Vascular,Power Doppler 
"Spine,Musculoskeletal,CNS,HN",Powers ratio 
"Gastrointestinal,Musculoskeletal",PPP syndrome 
Misc,Practical points (article structure) 
Paediatrics,Prader-Willi syndrome 
Misc,Prayer's fracture 
Gastrointestinal,Preaortic lymph nodes 
Musculoskeletal,Preauricular groove 
"HN,Paediatrics",Preauricular sinus 
Musculoskeletal,Pre-axial and post-axial borders 
"Paediatrics,Musculoskeletal",Preaxial polydactyly 
CNS,Precentral cerebellar vein 
CNS,Precentral gyrus 
CNS,Precentral sulcus 
CNS,Precuneus 
Gynaecology,Predominantly solid ovarian neoplasms 
Gastrointestinal,Preduodenal portal vein 
Obstetrics,Pre-eclampsia 
HN,Pre-epiglottic space 
Musculoskeletal,Prefemoral fat pad 
Musculoskeletal,Prefemoral fat pad impingement syndrome 
CNS,Prefrontal leucotomy 
Breast,Pregnancy associated breast cancer 
Obstetrics,Pregnancy-associated plasma protein-A 
Obstetrics,Pregnancy of uncertain viability 
Obstetrics,Pregnancy of unknown location 
"Musculoskeletal,Obstetrics",Pregnancy-related osteonecrosis 
Obstetrics,Pregnancy with intrauterine contraceptive device 
"Oncology,Chest",Preinvasive adenocarcinoma lesion of the lung 
"Oncology,Chest",Preinvasive lesions of the lung 
Musculoskeletal,Preiser disease 
"Musculoskeletal,Paediatrics",Premature closure of a growth plate (differential) 
"Obstetrics,Gynaecology",Premature rupture of membranes 
"Breast,Paediatrics",Premature thelarche 
CNS,Premedullary cistern 
"Paediatrics,Musculoskeletal",Prenatal onset infantile cortical hyperostosis 
CNS,Preoccipital notch 
"Interventional,Chest",Preoperative pulmonary nodule localization 
Musculoskeletal,Prepatellar bursa 
Musculoskeletal,Prepatellar bursitis 
Musculoskeletal,Prepatellar quadriceps continuation 
Obstetrics,Preplacental abruption 
CNS,Prepontine cistern 
Cardiac,Prepulmonic coronary course 
Gastrointestinal,Presacral space 
Gastrointestinal,Presbyoesophagus 
Musculoskeletal,Pressure ulcer 
Obstetrics,Pre-term labor 
Obstetrics,Preterm premature rupture of membranes 
"CNS,Vascular",Pretzel sign (serpentine aneurysm) 
Misc,Prevalence 
CNS,Prévost sign (eyes) 
"Urogenital,Trauma",Priapism 
HN,Primary acquired nasolacrimal duct obstruction (PANDO) 
CNS,Primary amoebic meningoencephalitis 
Haematology,Primary and secondary hemochromatosis (mnemonic) 
CNS,Primary auditory cortex 
"Cardiac,Oncology",Primary benign cardiac tumors 
Hepatobiliary,Primary biliary cholangitis 
"Musculoskeletal,Haematology,Oncology",Primary bone lymphoma 
"Musculoskeletal,Spine",Primary bone tumors of the spine 
"Oncology,Breast",Primary breast chondrosarcoma 
"Oncology,Cardiac",Primary cardiac tumors 
CNS,Primary central nervous system posttransplant lymphoproliferative disorder 
"Chest,Paediatrics",Primary ciliary dyskinesia 
CNS,Primary CNS lymphoma 
"Oncology,Gastrointestinal",Primary colorectal small cell carcinoma 
"Haematology,Oncology",Primary cutaneous lymphoma 
"Gastrointestinal,Musculoskeletal,Oncology,HN,Urogenital",Primary cutaneous melanoma 
Musculoskeletal,Primary cystic arthrosis of the hip 
"Chest,Hepatobiliary,Haematology",Primary effusion lymphoma 
Gynaecology,Primary fallopian tube carcinoma 
Gynaecology,Primary fallopian tube carcinoma (staging) 
"Obstetrics,Chest,Gynaecology",Primary fetal hydrothorax 
"Hepatobiliary,Haematology,Oncology",Primary hepatic lymphoma 
Haematology,Primary hypercoagulable states 
"Urogenital,Hepatobiliary",Primary hyperoxaluria 
HN,Primary hypersecretion of the lacrimal glands 
Haematology,Primary hypogammaglobulinemia 
HN,Primary idiopathic hypothyroidism with thyroid atrophy 
Haematology,Primary immunodeficiency states 
"Oncology,CNS",Primary intracranial leiomyosarcoma 
Musculoskeletal,Primary intraosseous hemangioma 
CNS,Primary lateral sclerosis 
"Chest,Paediatrics",Primary lung tumors in children 
"HN,Oncology",Primary malignancy of the nasopharynx 
Cardiac,Primary malignant cardiac tumors 
"Chest,Oncology,Haematology",Primary mediastinal large B-cell lymphoma 
CNS,Primary melanocytic tumors of the CNS 
CNS,Primary meningeal malignant melanoma 
CNS,Primary mitochondrial disorders 
"Musculoskeletal,Hepatobiliary,Haematology",Primary myelofibrosis 
Chest,Primary neoplasms of the thymus 
Oncology,Primary non-cutaneous melanoma 
"Oncology,Breast",Primary osteosarcoma (breast) 
"Gynaecology,Haematology,Oncology",Primary ovarian lymphoma 
"Gastrointestinal,Gynaecology",Primary peritoneal neoplasms 
Urogenital,Primary pigmented nodular adrenal dysplasia 
"Chest,Haematology,Oncology",Primary pleural lymphoma 
Gastrointestinal,Primary pneumatosis intestinalis 
CNS,Primary progressive aphasia 
"Oncology,Urogenital",Primary prostatic malignant melanoma 
Chest,Primary pulmonary angiosarcoma 
Chest,Primary pulmonary artery leiomyosarcoma 
"Oncology,Musculoskeletal,Chest",Primary pulmonary chondrosarcoma 
Chest,Primary pulmonary choriocarcinoma 
Chest,Primary pulmonary enteric adenocarcinoma 
Chest,Primary pulmonary hemosiderosis 
Chest,Primary pulmonary lobule 
"Chest,Haematology,Oncology",Primary pulmonary lymphoma 
"Oncology,Chest",Primary pulmonary meningioma 
"Chest,Oncology",Primary pulmonary synovial sarcoma 
Chest,Primary pulmonary tuberculosis 
Gastrointestinal,Primary retroperitoneal neoplasms 
"Chest,Oncology",Primary sarcomatoid carcinoma of the lung 
Hepatobiliary,Primary sclerosing cholangitis 
"Gynaecology,Gastrointestinal",Primary serous papillary carcinoma of the peritoneum 
Musculoskeletal,Primary synovial chondromatosis 
"Oncology,Urogenital",Primary urethral cancer 
"Urogenital,Oncology",Primary urethral cancer (staging) 
"Urogenital,Oncology",Primary urethral malignant melanoma 
"HN,CNS,Oncology",Primary uveal malignant melanoma 
Gynaecology,Primary vaginal carcinoma 
CNS,Primary visual cortex 
Gynaecology,Primary vulval cancer 
"CNS,Vascular",Primitive arteries in the brain (mnemonic) 
"CNS,Paediatrics",Primitive neuroectodermal tumor of the CNS 
CNS,Primordial cyst of the mandible 
Vascular,Princeps pollicis artery 
Misc,Principal component analysis 
CNS,Prion diseases 
Misc,Private unlisted case library (institutions) 
"Vascular,CNS",Proatlantal artery 
Misc,Probabilistic atlas 
"Obstetrics,Gynaecology",Proboscis 
CNS,Probst bundles 
"Musculoskeletal,HN",Procerus muscle 
Gastrointestinal,Proctalgia fugax 
Gastrointestinal,Proctitis 
Misc,Prodrome 
Misc,Production of radioactive nuclei 
Vascular,Profunda femoris artery 
Vascular,Profunda femoris branches (mnemonic) 
Musculoskeletal,Progeria 
CNS,Programmable cerebrospinal fluid shunt 
Chest,Programmed death-ligand 1 (PD-L1)-targeted monoclonal antibodies 
Chest,Progressive massive fibrosis 
"HN,CNS",Progressive multifocal leukoencephalopathy 
CNS,Progressive multifocal leukoencephalopathy immune reconstitution inflammatory syndrome 
"Paediatrics,CNS",Progressive myoclonic epilepsy 
CNS,Progressive non-fluent aphasia 
"Paediatrics,CNS",Progressive postnatal pansynostosis 
CNS,Progressive supranuclear palsy 
CNS,Projection fibers of the brain 
HN,Proliferating trichilemmal cyst 
Musculoskeletal,Proliferative myositis 
Hepatobiliary,Prolonged heterogeneous liver enhancement (CEUS) 
"Obstetrics,Gynaecology",Prolonged rupture of membranes 
Musculoskeletal,Pronator quadratus muscle 
"Musculoskeletal,Trauma",Pronator quadratus sign 
Musculoskeletal,Pronator teres muscle 
Musculoskeletal,Pronator teres syndrome 
Misc,Propagation speed 
Vascular,Proper dorsal digital arteries 
"Gastrointestinal,Musculoskeletal",Properitoneal fat 
"Paediatrics,CNS",Propionic acidemia 
HN,Proptosis 
"Paediatrics,CNS",Propylene glycol peak 
CNS,Prosencephalon 
CNS,Prosopagnosia 
Misc,Prospective study 
"Paediatrics,Musculoskeletal",Prostaglandin-induced cortical hyperostosis in infants with cyanotic congenital heart disease 
Urogenital,Prostate 
"Oncology,Urogenital",Prostate atrophy 
"Urogenital,Oncology",Prostate cancer 
"Urogenital,Oncology",Prostate cancer (staging) 
Urogenital,Prostate cancer (summary) 
Urogenital,Prostatectomy 
Urogenital,Prostate cystic disease 
"Oncology,Urogenital",Prostate imaging recurrence reporting 
"Urogenital,Oncology",Prostate Imaging-Reporting and Data System (PI-RADS) 
"Oncology,Urogenital",Prostate MRI (an approach) 
"Oncology,Urogenital",Prostate MRI protocol 
Urogenital,Prostate peripheral zone T2 hypointensity 
"Oncology,Urogenital",Prostate sarcoma 
Urogenital,Prostate-seminal vesicle angle 
"Breast,Urogenital,Oncology",Prostate specific antigen 
"Urogenital,Oncology",Prostate-specific membrane antigen 
Urogenital,Prostatic abscess 
"Oncology,Urogenital",Prostatic acid phosphatase 
"Urogenital,Vascular",Prostatic artery embolization 
Urogenital,Prostatic calcification 
Urogenital,Prostatic cystadenoma 
Urogenital,Prostatic infarction 
"Oncology,Urogenital",Prostatic leiomyoma 
Urogenital,Prostatic tuberculosis 
Urogenital,Prostatic utricle 
Urogenital,Prostatic utricle cyst 
"Vascular,Urogenital",Prostatic venous plexus 
Urogenital,Prostatitis 
Urogenital,Prostatomegaly 
Cardiac,Prosthetic cardiac valves on chest x-ray (an approach) 
"Cardiac,Chest",Prosthetic heart valve 
Musculoskeletal,Prosthetic hip infections 
Misc,Protean 
"Haematology,Vascular",Protein C deficiency 
Misc,Proteins 
"Paediatrics,Haematology",Protein S deficiency 
"Vascular,Paediatrics,Musculoskeletal,CNS",Proteus syndrome 
Oncology,Proton therapy 
"CNS,Oncology",Protoplasmic astrocytoma 
Musculoskeletal,Protrusio acetabuli (mnemonic) 
HN,Protympanum 
Vascular,Proximal brachial artery 
"Musculoskeletal,Trauma",Proximal femoral fractures 
"Musculoskeletal,Trauma",Proximal femoral fractures (summary) 
"Trauma,Musculoskeletal",Proximal femoral nail 
"Paediatrics,Musculoskeletal",Proximal focal femoral deficiency 
Gastrointestinal,Proximal gastric pouch dilatation 
"Musculoskeletal,Trauma",Proximal humeral fracture 
"Musculoskeletal,Trauma",Proximal humeral fracture (summary) 
Musculoskeletal,Proximal iliotibial band syndrome 
Musculoskeletal,Proximal intersection syndrome 
"Musculoskeletal,Trauma",Proximal phalanx fracture 
"Musculoskeletal,Trauma",Proximal radial fracture (summary) 
Musculoskeletal,Proximal radioulnar joint 
"Musculoskeletal,Paediatrics",Proximal radio-ulnar synostosis 
Musculoskeletal,Proximal row carpectomy 
Musculoskeletal,Proximal tibiofibular joint 
"Trauma,Musculoskeletal",Proximal tibiofibular joint dislocation 
"Paediatrics,Urogenital",Prune belly syndrome 
HN,Prussak space 
"Urogenital,Oncology",PSA density 
"HN,CNS,Gynaecology,Chest",Psammoma bodies 
CNS,Psammomatous meningioma 
Urogenital,PSA velocity 
Gastrointestinal,Pseudoachalasia 
"Paediatrics,Musculoskeletal",Pseudoachondroplasia 
Breast,Pseudoangiomatous stromal hyperplasia 
Musculoskeletal,Pseudoarthrosis (differential) 
Urogenital,Pseudobladder 
Musculoskeletal,Pseudoboutonniere deformity 
CNS,Pseudobulbar palsy 
Musculoskeletal,Pseudobursa 
Breast,Pseudocalcifications in the breast 
"Interventional,Hepatobiliary",Pseudocalculus sign (common bile duct) 
Chest,Pseudocavitation (lung) 
Chest,Pseudochylothorax 
"Hepatobiliary,Oncology",Pseudocirrhosis 
"Cardiac,Vascular",Pseudocoarctation of the aorta 
"Chest,Hepatobiliary,Paediatrics,CNS",Pseudocyst 
Musculoskeletal,Pseudocyst of the humerus 
"Paediatrics,CNS",Pseudocysts of the germinal matrix 
HN,Pseudodacryocystitis 
Musculoskeletal,Pseudodefect of capitellum 
Musculoskeletal,Pseudodislocation of the shoulder 
"Obstetrics,Gynaecology",Pseudodysraphism 
Urogenital,Pseudoenhancement 
Hepatobiliary,Pseudogallbladder sign 
Obstetrics,Pseudogestational sac 
Breast,Pseudogynecomastia 
Urogenital,Pseudohydronephrosis 
Musculoskeletal,Pseudohypoparathyroidism 
"Musculoskeletal,Paediatrics",Pseudo-Jefferson fracture 
"Gastrointestinal,Paediatrics",Pseudokidney (intussusception) 
Misc,Pseudolesions of the liver 
Hepatobiliary,Pseudolipoma of the Glisson capsule 
"Chest,Oncology,Gynaecology",Pseudo Meigs syndrome 
CNS,Pseudomeningocele 
"Oncology,Musculoskeletal",Pseudomyogenic hemangioendothelioma 
"Gastrointestinal,Oncology",Pseudomyxoma peritonei 
Obstetrics,Pseudo-omphalocele 
"Trauma,Hepatobiliary,Gastrointestinal",Pseudopancreatitis 
Musculoskeletal,Pseudopermeative process in bone 
Chest,Pseudopneumomediastinum 
"Chest,Gastrointestinal",Pseudopneumoperitoneum 
Gastrointestinal,Pseudopneumoretroperitoneum 
Musculoskeletal,Pseudopseudohypoparathyroidism 
Gastrointestinal,Pseudo-Rigler sign 
"Paediatrics,Spine",Pseudosinus tract 
Musculoskeletal,Pseudo-SLAP lesion 
CNS,Pseudosubarachnoid hemorrhage 
"Spine,Paediatrics,Musculoskeletal,Trauma",Pseudosubluxation of the cervical spine 
Musculoskeletal,Pseudosyndactyly 
"Obstetrics,Paediatrics,CNS",Pseudo-TORCH syndrome 
Musculoskeletal,Pseudotumor of the calcaneus 
Urogenital,Pseudoureterocoele 
"Gastrointestinal,Vascular",Pseudovein sign (bowel) 
Vascular,Pseudoxanthoma elasticum 
"HN,Paediatrics",P sign 
Chest,Psittacosis 
Musculoskeletal,Psoas hematoma 
Urogenital,Psoas hitch 
Musculoskeletal,Psoas index 
Musculoskeletal,Psoas major muscle 
Musculoskeletal,Psoas minor muscle 
Musculoskeletal,Psoas muscle abscess 
"Musculoskeletal,Vascular,Trauma,Gastrointestinal",Psoas sign (abdominal x-ray) 
Chest,Psoriasis (pulmonary manifestations) 
Musculoskeletal,Psoriatic arthritis 
CNS,Psychoradiology 
Misc,PTEN-related disease 
HN,Pterion 
CNS,Pterional approach (neurosurgery) 
HN,Pterygoid canal 
HN,Pterygoid fovea 
HN,Pterygoid processes 
HN,Pterygoid venous plexus 
Misc,Pterygomandibular raphe 
"CNS,HN",Pterygomaxillary fissure 
HN,Pterygopalatine fossa 
HN,Pterygopalatine ganglion 
HN,Ptosis 
Musculoskeletal,Pubic diastasis 
Musculoskeletal,Pubic symphysis 
Musculoskeletal,Pubic symphysis widening (mnemonic) 
Musculoskeletal,Pubis 
Misc,Public cases 
Misc,Public playlists 
"Urogenital,Gastrointestinal,Gynaecology",Pubococcygeal line 
Musculoskeletal,Pubofemoral ligament 
Musculoskeletal,Pudendal canal 
Musculoskeletal,Pudendal nerve 
Musculoskeletal,Pudendal nerve block (technique) 
Breast,Puerperal mastitis 
Hepatobiliary,Puestow procedure 
"CNS,Vascular",Puff of smoke sign 
"Musculoskeletal,Paediatrics,Trauma",Pulled elbow syndrome 
Chest,Pulmonary Acinetobacter infection 
Chest,Pulmonary acinus 
Chest,Pulmonary alveolar microlithiasis 
Chest,Pulmonary alveolar proteinosis 
Chest,Pulmonary alveolar edema 
Chest,Pulmonary amyloidosis 
Chest,Pulmonary angiitis and granulomatosis 
"Chest,Paediatrics",Pulmonary aplasia 
"Chest,Vascular",Pulmonary arterial aneurysm 
"Chest,Vascular",Pulmonary arterial atherosclerosis 
"Chest,Vascular",Pulmonary arterial calcification 
"Chest,Vascular",Pulmonary arterial dissection 
"Vascular,Chest",Pulmonary arterial ectasia 
Chest,Pulmonary arterial webs 
"Vascular,Chest",Pulmonary arteriovenous malformation 
"Paediatrics,Cardiac,Vascular",Pulmonary artery atresia 
"Cardiac,Vascular",Pulmonary artery banding 
"Chest,Vascular",Pulmonary artery catheter 
"Vascular,Chest",Pulmonary artery pseudoaneurysm 
"Chest,Vascular,Oncology",Pulmonary artery sarcoma 
"Chest,Vascular",Pulmonary artery stenosis types 
"Haematology,Chest",Pulmonary artery stump thrombosis 
Chest,Pulmonary aspergillosis 
Chest,Pulmonary aspiration diseases 
"Cardiac,Paediatrics",Pulmonary atresia with intact interventricular septum 
Chest,Pulmonary baritosis 
Chest,Pulmonary blastoma 
Chest,Pulmonary blastomycosis 
Chest,Pulmonary bleb 
Chest,Pulmonary bullae 
Chest,Pulmonary calcification 
Chest,Pulmonary candidiasis 
"Vascular,Chest",Pulmonary capillaritis 
Chest,Pulmonary capillary haemangiomatosis 
Chest,Pulmonary cavities 
Chest,Pulmonary cavity (mnemonic) 
Chest,Pulmonary cement embolism 
"Oncology,Chest",Pulmonary chondroma 
Chest,Pulmonary coccidioidomycosis 
"Chest,Trauma",Pulmonary contusion 
Chest,Pulmonary cryptococcosis 
Chest,Pulmonary cyst 
"Vascular,Chest",Pulmonary embolism 
Chest,Pulmonary embolism rule-out criteria (PERC) 
Chest,Pulmonary embolism (summary) 
Chest,Pulmonary emphysema 
"Chest,Vascular",Pulmonary epithelioid hemangioendothelioma 
"Chest,Trauma",Pulmonary fat embolism 
Chest,Pulmonary fibrosis 
Chest,Pulmonary fungal disease 
Chest,Pulmonary gangrene 
"Chest,Vascular",Pulmonary gas embolism 
Chest,Pulmonary haemophilus influenzae infection 
Chest,Pulmonary hemorrhage 
Chest,Pulmonary hemosiderosis 
"Oncology,Chest",Pulmonary hamartoma 
Chest,Pulmonary hyalinising granuloma 
Chest,Pulmonary hydatid infection 
"Chest,Vascular",Pulmonary hypertension 
"Chest,Vascular,Cardiac",Pulmonary hypertension (2003 classification) 
"Chest,Cardiac",Pulmonary hypertension (2008 classification) 
"Cardiac,Chest",Pulmonary hypertension (2013 classification) 
"Chest,Vascular,Cardiac",Pulmonary hypertension (differential) 
"Obstetrics,Chest,Paediatrics,Gynaecology",Pulmonary hypoplasia 
"Chest,Vascular",Pulmonary infarction 
Chest,Pulmonary infection 
Chest,Pulmonary infiltrates 
Chest,Pulmonary inflammatory pseudotumor 
"Chest,Paediatrics",Pulmonary interstitial emphysema 
"Paediatrics,Chest",Pulmonary interstitial glycogenosis 
"Cardiac,Chest",Pulmonary interstitial edema 
Chest,Pulmonary interstitium 
"Chest,Trauma",Pulmonary laceration 
Chest,Pulmonary Langerhans cell histiocytosis 
Chest,Pulmonary leukemic infiltratation 
"Paediatrics,Chest",Pulmonary lymphangiectasia 
"Chest,Haematology,Oncology",Pulmonary lymphoma 
Chest,Pulmonary lymphoproliferative disease 
Chest,Pulmonary mass 
Chest,Pulmonary meningothelial nodules 
"Oncology,Chest",Pulmonary mesenchymal cystic hamartoma 
"Chest,Oncology",Pulmonary metastases 
Chest,Pulmonary mucormycosis 
Chest,Pulmonary mycobacterium abscessus infection 
Chest,Pulmonary Mycobacterium avium complex infection 
Chest,Pulmonary Mycobacterium chelonae infection 
Chest,Pulmonary necrosis 
Chest,Pulmonary necrotizing granuloma 
"Oncology,Chest",Pulmonary neuroendocrine tumors 
Chest,Pulmonary nocardiosis 
Chest,Pulmonary nodular lymphoid hyperplasia 
Chest,Pulmonary nodule 
Chest,Pulmonary nodules with air bronchograms (mnemonic) 
Chest,Pulmonary non-tuberculous mycobacterial infection 
"Cardiac,Chest",Pulmonary edema 
"Chest,Vascular",Pulmonary edema due to air embolism 
Chest,Pulmonary edema following administration of cytokines 
Chest,Pulmonary edema grading 
Chest,Pulmonary edema in pulmonary embolism 
Chest,Pulmonary edema (summary) 
Chest,Pulmonary edema with acute asthma 
"Chest,Oncology",Pulmonary opacification 
Chest,Pulmonary ossification 
Chest,Pulmonary paragonimiasis 
Chest,Pulmonary parenchymal bands 
"Chest,Paediatrics",Pulmonary plethora 
"Haematology,Chest",Pulmonary Pneumocystis jiroveci infection 
"Oncology,Chest",Pulmonary pneumocytoma 
Chest,Pulmonary pseudomonas aeruginosa infection 
Chest,Pulmonary pseudotumor 
"Chest,Urogenital,Vascular",Pulmonary-renal syndromes 
Chest,Pulmonary scedoporium infection 
Chest,Pulmonary schistosomiasis 
"Chest,Paediatrics,Obstetrics",Pulmonary sequestration 
"Paediatrics,Chest",Pulmonary sequestration (extralobar) 
"Chest,Paediatrics",Pulmonary sequestration (intralobar) 
Chest,Pulmonary serratia infection 
Chest,Pulmonary stannosis 
Chest,Pulmonary streptococcus anginosus infection 
Chest,Pulmonary strongyloidiasis 
Chest,Pulmonary talc granulomatosis 
Chest,Pulmonary target sign 
"Chest,Vascular",Pulmonary trunk 
Chest,Pulmonary trunk dilatation 
Misc,Pulmonary tumoral thrombotic microangiopathy 
"Cardiac,Chest",Pulmonary tumor embolism 
Chest,Pulmonary tumourlet 
Cardiac,Pulmonary valve 
Cardiac,Pulmonary valve regurgitation 
"Cardiac,Paediatrics",Pulmonary valve stenosis 
"Chest,Vascular",Pulmonary vasculitis 
"Chest,Vascular",Pulmonary vein atresia 
"Chest,Vascular",Pulmonary veins 
"Chest,Cardiac,Vascular",Pulmonary vein stenosis 
"Chest,Vascular",Pulmonary vein thrombosis 
Chest,Pulmonary veno-occlusive disease 
"Oncology,Chest",Pulmonary venous obstructive syndrome 
Chest,Pulmonary venous varix 
Chest,Pulmonary mycobacterium malmoense infection 
"CNS,HN",Pulsatile exophthalmos 
"Vascular,Hepatobiliary",Pulsatile portal venous flow 
"HN,Vascular",Pulsatile tinnitus 
Vascular,Pulsatility index (ultrasound) 
Misc,Pulse height analyzer 
Cardiac,Pulseless electrical activity 
Misc,Pulse repetition frequency 
Vascular,Pulsus bisferiens 
Musculoskeletal,Pulvinar (disambiguation) 
CNS,Pulvinar sign (Creutzfeldt-Jakob disease) 
Musculoskeletal,Pumice stone sign 
Breast,Punctate microcalcification within the breast 
HN,Punctum nervosum 
"Chest,Oncology",Pure ground glass nodules 
CNS,Purely intrasellar pituitary mass 
Gynaecology,Pure primary ovarian choriocarcinoma 
Cardiac,Purulent pericarditis 
HN,Push back to draft 
CNS,Putamen 
CNS,Putaminal rim sign 
Urogenital,Putty kidney 
Misc,p-value 
Urogenital,Pyelography 
Urogenital,Pyelonephritis 
Urogenital,Pyelostomy 
Obstetrics,Pygopagus 
"Musculoskeletal,Paediatrics",Pyknodysostosis 
Hepatobiliary,Pylephlebitis 
"Gastrointestinal,Paediatrics",Pyloric stenosis 
Misc,Pyoderma gangrenosum 
Misc,Pyogenic Flexor Tenosynovitis 
"Musculoskeletal,HN",Pyogenic granuloma 
CNS,Pyogenic meningitis 
"Musculoskeletal,Spine",Pyogenic spondylitis 
Gynaecology,Pyometrium 
Urogenital,Pyonephrosis 
Chest,Pyopneumothorax 
Gynaecology,Pyosalpinx 
Musculoskeletal,Pyramidalis muscle 
HN,Pyramidal lobe of thyroid 
HN,Pyramidal process 
"Haematology,Gynaecology,Gastrointestinal,Chest,CNS,Cardiac,Oncology,Paediatrics",Pyrexia 
"Haematology,Paediatrics,Oncology",Pyrexia of unknown origin 
HN,Pyriform aperture 
